meta_model,class_weight_spec,meta_c,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,cb_iterations,cb_depth,cb_learning_rate,n_splits,n_repeats,target_pos_ratio,use_raw_features,threshold,tp,fp,fn,tn,sens,spec,cost,constraint_violation,preserve_fn_excess,meets_max_fp,meets_target_fn,meets_preserve_fn_max,meets_both
catboost,balanced,0.0,0,,0,400,4,0.05,5,5,0.25,True,0.04784291117044935,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
rf,1:5,1.0,200,8.0,4,0,0,0.0,5,5,0.35,True,0.25481398260848837,29,49,5,108,0.8529411764705882,0.6878980891719745,74.0,6.0,0,False,False,True,False
rf,1:3,1.0,200,8.0,4,0,0,0.0,5,5,0.35,True,0.23661228710645887,29,49,5,108,0.8529411764705882,0.6878980891719745,74.0,6.0,0,False,False,True,False
rf,balanced,1.0,200,5.0,4,0,0,0.0,5,5,0.35,True,0.22178714549094058,29,49,5,108,0.8529411764705882,0.6878980891719745,74.0,6.0,0,False,False,True,False
rf,balanced,1.0,500,5.0,2,0,0,0.0,5,5,0.35,True,0.18705916512892712,29,49,5,108,0.8529411764705882,0.6878980891719745,74.0,6.0,0,False,False,True,False
catboost,1:8,0.0,0,,0,400,3,0.05,5,5,0.35,True,0.12423666249310136,29,49,5,108,0.8529411764705882,0.6878980891719745,74.0,6.0,0,False,False,True,False
catboost,1:3,0.0,0,,0,400,3,0.05,5,5,0.25,True,0.05468234748630718,29,49,5,108,0.8529411764705882,0.6878980891719745,74.0,6.0,0,False,False,True,False
catboost,balanced,0.0,0,,0,400,5,0.05,5,5,0.25,True,0.044483734746922986,29,49,5,108,0.8529411764705882,0.6878980891719745,74.0,6.0,0,False,False,True,False
rf,1:3,1.0,200,3.0,4,0,0,0.0,5,5,0.45,True,0.3725757745601691,28,49,6,108,0.8235294117647058,0.6878980891719745,79.0,6.0,0,False,False,True,False
rf,1:3,1.0,200,3.0,1,0,0,0.0,5,5,0.45,True,0.3688307649066165,28,49,6,108,0.8235294117647058,0.6878980891719745,79.0,6.0,0,False,False,True,False
rf,1:3,1.0,200,3.0,2,0,0,0.0,5,5,0.45,True,0.36701806458105113,28,49,6,108,0.8235294117647058,0.6878980891719745,79.0,6.0,0,False,False,True,False
rf,1:5,1.0,200,3.0,4,0,0,0.0,5,5,0.35,True,0.3612824678693119,28,49,6,108,0.8235294117647058,0.6878980891719745,79.0,6.0,0,False,False,True,False
rf,1:5,1.0,500,3.0,2,0,0,0.0,5,5,0.35,True,0.3553363306967726,28,49,6,108,0.8235294117647058,0.6878980891719745,79.0,6.0,0,False,False,True,False
rf,1:5,1.0,500,3.0,1,0,0,0.0,5,5,0.35,True,0.35198971698656045,28,49,6,108,0.8235294117647058,0.6878980891719745,79.0,6.0,0,False,False,True,False
